18697684	201701	1053		0
37281238	201610	28081.86		0
17389305	201610	182071.45		0
24999060	201608	41000		0
18566821	201612	2552	99702700	0
63693316	201609	488307.41	63693316	0
63693316	201610	200000	63693316	0
63693316	201605	239760	63693316	0
63693316	201611	200000	63693316	0
63693316	201612	67710.77	63693316	0
63693316	201612	70000	63693316	0
63693316	201612	50000	63693316	0
63693316	201611	210808.26	63693316	0
63693316	201611	1499.34	63693316	0
63693316	201612	71763.77	63693316	0
63693316	201612	430000	63693316	0
63693316	201609	227470.28	63693316	0
63693316	201605	209987	63693316	0
63693316	201610	200000	63693316	0
63693316	201612	10546.01	63693316	0
63693316	201609	290282	63693316	0
63693316	201612	1983.13	63693316	0
63693316	201612	41874.06	63693316	0
61837470	201606	1344.42	J1700699	0
95245613	201606	80000	53065492	0
72201800	201608	3117.05	91592471	0
32488543	201510	76120	J9726439	0
78345870	201603	29275.57	60491737	0
78345870	201612	1829.09	60491737	0
23572964	201604	1995.2	60491737	0
78345870	201605	6799.92	60491737	0
78345870	201609	7411.01	60491737	0
23572964	201611	7137.96	60491737	0
23572964	201608	5974.27	60491737	0
68141597	201610	2301.44	60491737	0
78345870	201612	37319.8	60491737	0
23572964	201611	4026.82	60491737	0
68141597	201605	2227.2	60491737	0
78345870	201611	5185.2	60491737	0
78345870	201610	27335.17	60491737	0
68141597	201608	2301.44	60491737	0
23572964	201605	5448.29	60491737	0
78345870	201604	4874.32	60491737	0
78345870	201612	5261.76	60491737	0
68141597	201606	2227.2	60491737	0
78345870	201607	5185.2	60491737	0
78345870	201609	9918	60491737	0
78345870	201609	9918	60491737	0
68141597	201608	2301.44	60491737	0
78345870	201606	4227.04	60491737	0
78345870	201609	3466.08	60491737	0
68141597	201612	2412.8	60491737	0
78345870	201604	1411.72	60491737	0
78345870	201701	7965.95	60491737	0
78345870	201608	8317.2	60491737	0
68141597	201607	2227.2	60491737	0
78345870	201605	15204.35	60491737	0
78345870	201608	16785.29	60491737	0
17226662	201701	1245.24	J8698563	0
17760018	201604	3480	11665385	0
17303594	201607	1500	00170513	0
17303594	201607	1900	00170513	0
17303594	201608	900	00170513	0
18946881	201612	29632.14	39447846	0
64594842	201605	3271.2	60374164	0
18156483	201609	1540.48	56283800	0
11473849	201612	16483.6	B1353708	0
11473849	201606	9813.6	B1353708	0
11473849	201610	17367.73	B1353708	0
11473849	201607	9820.56	B1353708	0
11473849	201610	7101.52	B1353708	0
11473849	201604	3518.51	B1353708	0
11473849	201606	4442.8	B1353708	0
11473849	201612	14845.68	B1353708	0
11473849	201612	13610.58	B1353708	0
11473849	201605	4164.4	B1353708	0
11473849	201607	9813.6	B1353708	0
11473849	201605	6400.88	B1353708	0
11473849	201606	4442.8	B1353708	0
11473849	201608	5742	B1353708	0
11473849	201607	9813.6	B1353708	0
11473849	201610	11637.12	B1353708	0
11473849	201611	7574.8	B1353708	0
11473849	201605	4442.8	B1353708	0
11473849	201604	3847.95	B1353708	0
11473849	201608	14813.2	B1353708	0
11473849	201607	4442.8	B1353708	0
11473849	201606	4442.8	B1353708	0
11473849	201604	3847.72	B1353708	0
11473849	201608	16634.4	B1353708	0
11473849	201607	14414.46	B1353708	0
11473849	201610	5730.4	B1353708	0
11473849	201701	16448.34	B1353708	0
11473849	201609	17947.06	B1353708	0
11473849	201609	6786	B1353708	0
11473849	201610	5776.8	B1353708	0
10934690	201606	140320.33	13373249	0
68873317	201604	117510.26	13373249	0
68873317	201607	127272.26	13373249	0
19203426	201609	13920	13373249	0
37185992	201608	12042.31	BANAMEX	0
65113456	201608	15764.4	BANAMEX	0
71976795	201612	1201079.91	BANAMEX	0
23184606	201610	5481	BANAMEX	0
59989151	201607	12736.8	BANAMEX	0
14242723	201610	19140	BANAMEX	0
18254023	201611	68724.2	BANAMEX	0
19535860	201610	210000	BANAMEX	0
26859043	201607	17578.66	BANAMEX	0
97153208	201606	165357.77	BANAMEX	0
50120360	201607	133105.48	BANAMEX	0
19389002	201607	24094.34	BANAMEX	0
17912498	201606	1276.86	BANAMEX	0
61837470	201612	479979	BANAMEX	0
17905879	201605	37070.11	BANAMEX	0
35555507	201606	546.94	BANAMEX	0
15327921	201606	10393.6	BANAMEX	0
57006400	201607	10346.4	BANAMEX	0
26177812	201608	490032	BANAMEX	0
25942890	201606	10563.72	BANAMEX	0
17320734	201610	460000	BANAMEX	0
55090402	201611	12180	BANAMEX	0
20963846	201612	2558.9	BANAMEX	0
55369965	201612	22418.54	BANAMEX	0
65113456	201611	57944	BANAMEX	0
21416207	201608	61108.8	BANAMEX	0
83064366	201606	14000	BANAMEX	0
49306066	201607	2187.53	BANAMEX	0
19343571	201612	10528	BANAMEX	0
61527670	201612	70000	BANAMEX	0
66224856	201609	4315.98	BANAMEX	0
18730079	201605	5317.44	BANAMEX	0
68158490	201611	76.74	BANAMEX	0
56279328	201608	2630.88	BANAMEX	0
25737949	201605	9887.61	BANAMEX	0
83064366	201609	69803.41	BANAMEX	0
90355684	201607	3248	BANAMEX	0
23236907	201604	628	BANAMEX	0
17760018	201606	6148	BANAMEX	0
23379282	201607	2000	BANAMEX	0
97199648	201607	10353	BANAMEX	0
48226998	201606	1100000	BANAMEX	0
19242555	201605	3677.2	BANAMEX	0
14401867	201607	6728	BANAMEX	0
25327799	201701	5000	BANAMEX	0
86105564	201606	5500	BANAMEX	0
26200994	201610	6574.4	BANAMEX	0
19513920	201607	1376.93	BANAMEX	0
17760018	201605	8584	BANAMEX	0
74741100	201607	3143	BANAMEX	0
17912550	201605	7214	BANAMEX	0
